"A"	"B"	"C"	"D"	"E"	"F"	"EepsI"	"SepsI"	"COVi1"	"COVi2"	"COVi3"	"COVi4"	"COVi5"	"COVi6"	"COVi7"	"COVi8"	"COVi9"	"COVi10"	"COVi11"	"COVi12"	"EepsM"	"SepsM"	"COVm1"	"COVm2"	"COVm3"	"COVm4"	"COVm5"	"COVm6"	"COVm7"	"COVm8"	"COVm9"	"COVm10"	"COVm11"	"COVm12"	"MinERRM"	"MinERRS"
1.95297737461292	0	0.000567387742370512	-0.00178611080138226	0.343824333418984	-0.193663311703553	2.53294735281738e-19	0.27115643765616	0.0735258136823789	-0.0234213079038931	0.0584522212734725	-0.0074213007903414	-0.0134468141321743	0.0411253245148135	-0.0117125529685808	0.034000657854461	0.00176661880901595	-0.00472865725275505	-0.0737622704390972	-0.0279130388783822	-1.59737538951363e-17	0.291842065443722	0.0851717911624574	-0.0344441184097279	0.0720212559012383	-0.0257666301874352	-0.009451213520155	0.0574295734217672	-0.0219177696075071	0.0486019682758905	-0.00758364996332608	-0.00383992214447588	-0.079528001834515	-0.0338290953867063	1.28959954545455	0.0744244765160069
0.805435274048823	-0.25886676576499	0	-0.00380748969185161	-0.159633097132173	0.440228310845395	1.55765508850306e-18	0.406564552876228	-0.0234213079038931	0.165294735655447	-0.0272529535226932	0.183548141265402	0.00662011066873553	-0.0198379307925131	0.122957872974041	-0.0180980327101103	0.100490893693054	0.00338073417429082	-0.160800952722543	-0.0623469096008315	1.03084248494027e-17	0.255889867201984	-0.0344441184097279	0.0654796241366488	-0.0203939073823004	0.0867219445290571	0.00506876043348384	-0.0242606137388182	0.0622736675032448	-0.0201984728140486	0.0554982980707225	0.00268803179759873	-0.0222272749386032	0.0218029980265696	1.28959954545455	0.0744244765160069
1.82168620015812	0	0.00056665917806364	-0.00636001400167508	0.217719104910191	-0.199910059494959	2.71560687964609e-18	0.341359495426869	0.0584522212734725	-0.0272529535226932	0.116526305118087	-0.000233169505914614	-0.0156538375320021	0.0364000344552791	-0.0121425814030379	0.0461403538830125	0.0084310087287115	-0.00579914809966068	-0.125734291563801	-0.0595945860556662	-5.40908463853018e-18	0.330614466175677	0.0720212559012383	-0.0203939073823004	0.109305925244628	0.00468994601168289	-0.0134621339981516	0.0561691995799715	-0.00792648410173334	0.0631124807594003	0.00989701021863395	-0.0048699798790209	-0.162515637332259	-0.074729116934913	1.28959954545455	0.0744244765160069
0.137536434957575	-0.117157663756106	0	-0.00193807942105465	-0.242774793752209	0.39395749704146	4.48383628391144e-19	0.564536389235438	-0.0074213007903414	0.183548141265402	-0.000233169505914614	0.318701334770986	-0.0137861132138216	-0.0108978970945957	0.152619530749655	-0.00315667230519409	0.167843883026231	-0.00281104603573213	-0.335710259251406	-0.157538020927191	0	0.370714803064679	-0.0257666301874352	0.0867219445290571	0.00468994601168289	0.137429465211284	0.00466136129291774	-0.0138157554488617	0.0928022229965604	-0.0038440442433498	0.0967543538332182	0.00246179545304194	-0.100646831595589	0.0068624183132219	1.28959954545455	0.0744244765160069
-0.537149652927685	0.00915742552099879	0	-7.61941148742666e-05	-0.0792249290664172	0.0941571660701774	3.54849052653148e-19	0.213990335282016	-0.0134468141321743	0.00662011066873553	-0.0156538375320021	-0.0137861132138216	0.0457918635941096	-0.00854082372091933	0.00313626370420171	-0.0105624387772865	-0.0104329277928328	0.00662209183330855	0.0293088809952556	0.0109245847354245	2.94902990916057e-18	0.0672936023027205	-0.009451213520155	0.00506876043348384	-0.0134621339981516	0.00466136129291774	0.00452842891087671	-0.00651847477589399	0.00539639733324432	-0.00651405164799623	0.00468984971893407	0.00149475229458842	0.0119347887750130	0.00698091100019895	1.28959954545455	0.0744244765160069
2.64060303825972	0	0.000448794727952280	-0.00144786397504017	0.216892240188218	-0.161245315747643	-1.19613565139028e-18	0.179785136652635	0.0411253245148135	-0.0198379307925131	0.0364000344552791	-0.0108978970945957	-0.00854082372091933	0.0323226953612066	-0.0154553624243578	0.0303612862343619	-0.0048843948358435	-0.00427847952935676	-0.0420671086642278	-0.00692765514642662	-5.53783364651284e-18	0.213860186130799	0.0574295734217672	-0.0242606137388182	0.0561691995799715	-0.0138157554488617	-0.00651847477589399	0.0457361792119	-0.0134484432345867	0.0443431353072014	-0.00177407202574044	-0.00335449108665802	-0.0772767981150176	-0.0300161560607458	1.28959954545455	0.0744244765160069
1.28837507889368	-0.142265594145349	0	-0.00437204674581386	-0.229837265529032	0.355681751358184	-1.55372312306040e-18	0.349920447904558	-0.0117125529685808	0.122957872974041	-0.0121425814030379	0.152619530749655	0.00313626370420171	-0.0154553624243578	0.122444319861727	-0.0132587897380636	0.114452424003207	0.00199355604017612	-0.163994759347885	-0.0805479428322319	6.16314724949385e-18	0.259604235716704	-0.0219177696075071	0.0622736675032448	-0.00792648410173334	0.0928022229965604	0.00539639733324432	-0.0134484432345867	0.067394359202054	-0.0091700296037519	0.0682620683394568	0.00282301267193622	-0.0457978852669068	0.0161794900856555	1.28959954545455	0.0744244765160069
3.06456656673804	0	0.000397101431351005	-0.00536268156854635	0.110977321857930	-0.167325931804166	-2.27672830847555e-18	0.214937559030467	0.034000657854461	-0.0180980327101103	0.0461403538830125	-0.00315667230519409	-0.0105624387772865	0.0303612862343619	-0.0132587897380636	0.0461981542819753	-0.00104095059758863	-0.0048983273734486	-0.0739934613283492	-0.029270239534636	-1.14369776670065e-18	0.226749563581468	0.0486019682758905	-0.0201984728140486	0.0631124807594003	-0.0038440442433498	-0.00651405164799623	0.0443431353072014	-0.0091700296037519	0.051415364584386	0.00475997840882476	-0.00370043897576991	-0.097774638762464	-0.0367838090012066	1.28959954545455	0.0744244765160069
1.47874938373265	-0.00473791908110457	0	-0.00290304810611497	-0.289282798437575	0.244654198796576	-2.77948086416858e-18	0.392563452894469	0.00176661880901595	0.100490893693054	0.0084310087287115	0.167843883026231	-0.0104329277928328	-0.0048843948358435	0.114452424003207	-0.00104095059758863	0.154106064548428	-0.00241684309903665	-0.228063280865387	-0.125409987281389	1.56802739195716e-17	0.285564191878736	-0.00758364996332608	0.0554982980707225	0.00989701021863395	0.0967543538332182	0.00468984971893407	-0.00177407202574044	0.0682620683394568	0.00475997840882476	0.0815469076833557	0.00223989292863493	-0.0781978082105369	0.00237777343245402	1.28959954545455	0.0744244765160069
-0.360956093122387	0.0145099844422932	0	-0.00056472972354727	-0.0313136869347898	0.0438414450288691	-3.72155475825458e-19	0.0578910839827572	-0.00472865725275505	0.00338073417429082	-0.00579914809966068	-0.00281104603573213	0.00662209183330855	-0.00427847952935676	0.00199355604017612	-0.0048983273734486	-0.00241684309903665	0.00335137760469864	0.0060683084148134	0.000394124364967297	4.33680868994202e-19	0.0283623380392279	-0.00383992214447588	0.00268803179759873	-0.0048699798790209	0.00246179545304194	0.00149475229458842	-0.00335449108665802	0.00282301267193622	-0.00370043897576991	0.00223989292863493	0.000804422219051436	0.00603895531140911	0.00315969877757638	1.28959954545455	0.0744244765160069
